DBCODE,ENTITY,SITE,REACH_TYPE,DATE,INVERT_NO,LR_SUB,SUBSAMPLE_AREA,SUBSAMPLE_PROPORTION,TAXA,TAXA_RANK,INV_LIFESTAGE,MAG,INVERT_LENGTH,CONVERTED_LENGTH,TOT_CNT
AS010,2,"FRITZ",OG,2014-07-15,286,SUB,0.1406,0.3750,"Baetis","GENUS",N,4.00,11.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,287,SUB,0.1406,0.3750,"Baetis","GENUS",N,4.00,11.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,288,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.50,6.9,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,289,SUB,0.1406,0.3750,"Chloroperlidae","FAMILY",N,3.20,8.9,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,290,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,2.8,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,291,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,292,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.50,7.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,293,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,2.50,7.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,294,SUB,0.1406,0.3750,"Chloroperlidae","FAMILY",N,2.50,7.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,295,SUB,0.1406,0.3750,"Baetis","GENUS",N,3.20,9.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,296,SUB,0.1406,0.3750,"Rhithrogena","GENUS",N,3.20,9.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,297,SUB,0.1406,0.3750,"Perlidae","FAMILY",N,3.20,9.0,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,298,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.1,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,299,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.1,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,300,SUB,0.1406,0.3750,"Yoraperla","GENUS",N,3.20,9.1,2.80,1
AS010,2,"FRITZ",OG,2014-07-15,301,SUB,0.1406,0.3750,"Baetis","GENUS",N,3.20,9.2,2.90,1
AS010,2,"FRITZ",OG,2014-07-15,302,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.2,2.90,1
AS010,2,"FRITZ",OG,2014-07-15,303,SUB,0.1406,0.3750,"Baetis","GENUS",N,3.20,9.3,2.90,1
AS010,2,"FRITZ",OG,2014-07-15,304,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,3.20,9.3,2.90,1
AS010,2,"FRITZ",OG,2014-07-15,305,SUB,0.1406,0.3750,"Pteronarcella","GENUS",N,2.50,7.3,2.90,1
AS010,2,"FRITZ",OG,2014-07-15,306,SUB,0.1406,0.3750,"Baetis","GENUS",N,4.00,11.8,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,307,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.4,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,308,SUB,0.1406,0.3750,"Cinygma","GENUS",N,3.20,9.5,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,309,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,3.20,9.5,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,310,SUB,0.1406,0.3750,"Perlidae","FAMILY",N,3.20,9.5,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,311,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,3.20,9.6,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,312,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.00,6.0,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,313,SUB,0.1406,0.3750,"Ameletus","GENUS",N,2.00,6.0,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,314,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.5,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,315,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.5,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,316,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,2.50,7.5,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,317,SUB,0.1406,0.3750,"Baetis","GENUS",N,4.00,12.0,3.00,1
AS010,2,"FRITZ",OG,2014-07-15,318,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,9.8,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,319,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,3.1,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,320,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.8,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,321,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,7.8,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,322,SUB,0.1406,0.3750,"Rhithrogena","GENUS",N,2.50,7.8,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,323,SUB,0.1406,0.3750,"Chironomidae","FAMILY",N,1.60,5.0,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,324,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,3.20,10.0,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,325,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,10.0,3.10,1
AS010,2,"FRITZ",OG,2014-07-15,326,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.00,6.3,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,327,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,10.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,328,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.0,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,329,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.0,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,330,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.0,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,331,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.0,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,332,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.50,8.0,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,333,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,334,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,335,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,336,SUB,0.1406,0.3750,"Ameletus","GENUS",N,2.50,8.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,337,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.50,8.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,338,SUB,0.1406,0.3750,"Yoraperla","GENUS",N,2.50,8.1,3.20,1
AS010,2,"FRITZ",OG,2014-07-15,339,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.00,6.5,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,340,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.00,6.5,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,341,SUB,0.1406,0.3750,"Yoraperla","GENUS",N,2.00,6.5,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,342,SUB,0.1406,0.3750,"Lepidostoma","GENUS",N,2.00,6.5,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,343,SUB,0.1406,0.3750,"Paraleptophlebia","GENUS",N,2.50,8.2,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,344,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,10.5,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,345,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,10.5,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,346,SUB,0.1406,0.3750,"Ameletus","GENUS",N,2.00,6.6,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,347,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,10.7,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,348,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,3.20,10.7,3.30,1
AS010,2,"FRITZ",OG,2014-07-15,349,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.00,6.7,3.40,1
AS010,2,"FRITZ",OG,2014-07-15,350,SUB,0.1406,0.3750,"Baetis","GENUS",N,1.60,5.4,3.40,1
AS010,2,"FRITZ",OG,2014-07-15,351,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,2.50,8.5,3.40,1
AS010,2,"FRITZ",OG,2014-07-15,352,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,8.5,3.40,1
AS010,2,"FRITZ",OG,2014-07-15,353,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,8.6,3.40,1
AS010,2,"FRITZ",OG,2014-07-15,354,SUB,0.1406,0.3750,"Baetis","GENUS",N,3.20,11.1,3.50,1
AS010,2,"FRITZ",OG,2014-07-15,355,SUB,0.1406,0.3750,"Tanypodinae","GENUS",N,1.60,5.6,3.50,1
AS010,2,"FRITZ",OG,2014-07-15,356,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.00,7.0,3.50,1
AS010,2,"FRITZ",OG,2014-07-15,357,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.8,3.50,1
AS010,2,"FRITZ",OG,2014-07-15,358,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.00,7.1,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,359,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.9,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,360,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.9,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,361,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,8.9,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,362,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,8.9,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,363,SUB,0.1406,0.3750,"Perlidae","FAMILY",N,3.20,11.4,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,364,SUB,0.1406,0.3750,"Rhyacophila","GENUS",N,3.20,11.5,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,365,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,3.6,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,366,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,9.0,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,367,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,9.0,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,368,SUB,0.1406,0.3750,"Nemouridae","FAMILY",N,2.50,9.0,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,369,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.50,9.0,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,370,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.50,9.0,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,371,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.50,9.1,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,372,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,9.1,3.60,1
AS010,2,"FRITZ",OG,2014-07-15,373,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,7.3,3.70,1
AS010,2,"FRITZ",OG,2014-07-15,374,SUB,0.1406,0.3750,"Wormaldia","GENUS",N,2.60,9.5,3.70,1
AS010,2,"FRITZ",OG,2014-07-15,375,SUB,0.1406,0.3750,"Calineuria","GENUS",N,1.25,4.6,3.70,1
AS010,2,"FRITZ",OG,2014-07-15,376,SUB,0.1406,0.3750,"Leuctridae/Capniidae","FAMILY",N,2.50,9.2,3.70,1
AS010,2,"FRITZ",OG,2014-07-15,377,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,9.2,3.70,1
AS010,2,"FRITZ",OG,2014-07-15,378,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,9.3,3.70,1
AS010,2,"FRITZ",OG,2014-07-15,379,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.00,7.6,3.80,1
AS010,2,"FRITZ",OG,2014-07-15,380,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,9.5,3.80,1
AS010,2,"FRITZ",OG,2014-07-15,381,SUB,0.1406,0.3750,"Perlidae","FAMILY",N,3.20,12.3,3.80,1
AS010,2,"FRITZ",OG,2014-07-15,382,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.00,7.7,3.90,1
AS010,2,"FRITZ",OG,2014-07-15,383,SUB,0.1406,0.3750,"Lepidostoma","GENUS",N,1.60,6.2,3.90,1
AS010,2,"FRITZ",OG,2014-07-15,384,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,9.8,3.90,1
AS010,2,"FRITZ",OG,2014-07-15,385,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,9.8,3.90,1
AS010,2,"FRITZ",OG,2014-07-15,386,SUB,0.1406,0.3750,"Chironomidae","FAMILY",N,1.60,6.3,3.90,1
AS010,2,"FRITZ",OG,2014-07-15,387,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,4.0,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,388,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,4.0,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,389,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,4.0,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,390,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,10.0,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,391,SUB,0.1406,0.3750,"Sweltsa","GENUS",N,2.50,10.0,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,392,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,2.50,10.0,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,393,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,10.1,4.00,1
AS010,2,"FRITZ",OG,2014-07-15,394,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.00,8.1,4.10,1
AS010,2,"FRITZ",OG,2014-07-15,395,SUB,0.1406,0.3750,"Chironomidae","FAMILY",N,1.60,6.5,4.10,1
AS010,2,"FRITZ",OG,2014-07-15,396,SUB,0.1406,0.3750,"Ceratopogonidae","FAMILY",N,1.60,6.5,4.10,1
AS010,2,"FRITZ",OG,2014-07-15,397,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.00,8.2,4.10,1
AS010,2,"FRITZ",OG,2014-07-15,398,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.00,8.3,4.20,1
AS010,2,"FRITZ",OG,2014-07-15,399,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.00,8.3,4.20,1
AS010,2,"FRITZ",OG,2014-07-15,400,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,10.5,4.20,1
AS010,2,"FRITZ",OG,2014-07-15,401,LR,0.3750,1.0000,"Calineuria","GENUS",N,1.60,6.8,4.30,1
AS010,2,"FRITZ",OG,2014-07-15,402,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.00,8.5,4.30,1
AS010,2,"FRITZ",OG,2014-07-15,403,SUB,0.1406,0.3750,"Tanypodinae","GENUS",N,1.60,7.0,4.40,1
AS010,2,"FRITZ",OG,2014-07-15,404,SUB,0.1406,0.3750,"Baetis","GENUS",N,1.60,7.0,4.40,1
AS010,2,"FRITZ",OG,2014-07-15,405,SUB,0.1406,0.3750,"Brachycentridae","FAMILY",N,2.50,11.0,4.40,1
AS010,2,"FRITZ",OG,2014-07-15,406,SUB,0.1406,0.3750,"Baetis","GENUS",N,2.50,11.1,4.40,1
AS010,2,"FRITZ",OG,2014-07-15,407,SUB,0.1406,0.3750,"Dicranota","GENUS",N,1.25,5.6,4.50,1
AS010,2,"FRITZ",OG,2014-07-15,408,SUB,0.1406,0.3750,"Ameletus","GENUS",N,2.00,9.2,4.60,1
AS010,2,"FRITZ",OG,2014-07-15,409,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,9.2,4.60,1
AS010,2,"FRITZ",OG,2014-07-15,410,SUB,0.1406,0.3750,"Paraleptophlebia","GENUS",N,2.00,9.5,4.80,1
AS010,2,"FRITZ",OG,2014-07-15,411,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,1.60,7.7,4.80,1
AS010,2,"FRITZ",OG,2014-07-15,412,SUB,0.1406,0.3750,"Tanypodinae","GENUS",N,1.00,4.9,4.90,1
AS010,2,"FRITZ",OG,2014-07-15,413,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,4.9,4.90,1
AS010,2,"FRITZ",OG,2014-07-15,414,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,9.8,4.90,1
AS010,2,"FRITZ",OG,2014-07-15,415,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.00,9.8,4.90,1
AS010,2,"FRITZ",OG,2014-07-15,416,SUB,0.1406,0.3750,"Calineuria","GENUS",N,2.00,9.8,4.90,1
AS010,2,"FRITZ",OG,2014-07-15,417,SUB,0.1406,0.3750,"Lepidostoma","GENUS",N,1.25,6.2,5.00,1
AS010,2,"FRITZ",OG,2014-07-15,418,SUB,0.1406,0.3750,"Paraleptophlebia","GENUS",N,1.60,8.0,5.00,1
AS010,2,"FRITZ",OG,2014-07-15,419,SUB,0.1406,0.3750,"Paraleptophlebia","GENUS",N,1.60,8.1,5.10,1
AS010,2,"FRITZ",OG,2014-07-15,420,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,5.2,5.20,1
AS010,2,"FRITZ",OG,2014-07-15,421,SUB,0.1406,0.3750,"Ameletus","GENUS",N,2.00,10.4,5.20,1
AS010,2,"FRITZ",OG,2014-07-15,422,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.00,10.5,5.30,1
AS010,2,"FRITZ",OG,2014-07-15,423,SUB,0.1406,0.3750,"Calineuria","GENUS",N,1.60,8.6,5.40,1
AS010,2,"FRITZ",OG,2014-07-15,424,SUB,0.1406,0.3750,"Platyhelminthes","PHYLUM",N,1.00,5.5,5.50,1
AS010,2,"FRITZ",OG,2014-07-15,425,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,11.0,5.50,1
AS010,2,"FRITZ",OG,2014-07-15,426,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,11.0,5.50,1
AS010,2,"FRITZ",OG,2014-07-15,427,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,1.25,6.9,5.50,1
AS010,2,"FRITZ",OG,2014-07-15,428,SUB,0.1406,0.3750,"Calineuria","GENUS",N,1.60,8.9,5.60,1
AS010,2,"FRITZ",OG,2014-07-15,429,SUB,0.1406,0.3750,"Lepidostoma","GENUS",N,1.00,5.6,5.60,1
AS010,2,"FRITZ",OG,2014-07-15,430,SUB,0.1406,0.3750,"Tanypodinae","GENUS",N,1.60,9.0,5.60,1
AS010,2,"FRITZ",OG,2014-07-15,431,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,1.60,9.0,5.60,1
AS010,2,"FRITZ",OG,2014-07-15,432,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,1.60,9.0,5.60,1
AS010,2,"FRITZ",OG,2014-07-15,433,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,11.3,5.70,1
AS010,2,"FRITZ",OG,2014-07-15,434,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,11.4,5.70,1
AS010,2,"FRITZ",OG,2014-07-15,435,SUB,0.1406,0.3750,"Cinygma","GENUS",N,2.00,11.8,5.90,1
AS010,2,"FRITZ",OG,2014-07-15,436,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,2.00,11.8,5.90,1
AS010,2,"FRITZ",OG,2014-07-15,437,SUB,0.1406,0.3750,"Tanypodinae","GENUS",N,1.60,9.5,5.90,1
AS010,2,"FRITZ",OG,2014-07-15,438,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,1.60,9.5,5.90,1
AS010,2,"FRITZ",OG,2014-07-15,439,SUB,0.1406,0.3750,"Acneus","GENUS",N,1.00,6.0,6.00,1
AS010,2,"FRITZ",OG,2014-07-15,440,SUB,0.1406,0.3750,"Lepidostoma","GENUS",N,1.00,6.0,6.00,1
AS010,2,"FRITZ",OG,2014-07-15,441,SUB,0.1406,0.3750,"Lepidostoma","GENUS",N,1.00,6.1,6.10,1
AS010,2,"FRITZ",OG,2014-07-15,442,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,1.60,10.0,6.30,1
AS010,2,"FRITZ",OG,2014-07-15,443,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,1.60,10.1,6.30,1
AS010,2,"FRITZ",OG,2014-07-15,444,SUB,0.1406,0.3750,"Ameletus","GENUS",N,1.60,10.2,6.40,1
AS010,2,"FRITZ",OG,2014-07-15,445,SUB,0.1406,0.3750,"Leuctridae/Capniidae","FAMILY",N,1.60,10.7,6.70,1
AS010,2,"FRITZ",OG,2014-07-15,446,LR,0.3750,1.0000,"Rhyacophila","GENUS",N,1.60,10.8,6.80,1
AS010,2,"FRITZ",OG,2014-07-15,447,SUB,0.1406,0.3750,"Leuctridae/Capniidae","FAMILY",N,1.60,10.8,6.80,1
AS010,2,"FRITZ",OG,2014-07-15,448,SUB,0.1406,0.3750,"Wormaldia","GENUS",N,1.60,11.0,6.90,1
AS010,2,"FRITZ",OG,2014-07-15,449,SUB,0.1406,0.3750,"Leuctridae/Capniidae","FAMILY",N,1.60,11.1,6.90,1
AS010,2,"FRITZ",OG,2014-07-15,450,SUB,0.1406,0.3750,"Cinygma","GENUS",N,1.25,8.7,7.00,1
AS010,2,"FRITZ",OG,2014-07-15,451,LR,0.3750,1.0000,"Parapsyche","GENUS",N,1.00,7.0,7.00,1
AS010,2,"FRITZ",OG,2014-07-15,452,SUB,0.1406,0.3750,"Cinygmula","GENUS",N,1.00,7.0,7.00,1
AS010,2,"FRITZ",OG,2014-07-15,453,SUB,0.1406,0.3750,"Leuctridae/Capniidae","FAMILY",N,1.60,11.3,7.10,1
AS010,2,"FRITZ",OG,2014-07-15,454,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,1.00,7.1,7.10,1
AS010,2,"FRITZ",OG,2014-07-15,455,LR,0.3750,1.0000,"Parapsyche","GENUS",N,1.00,7.2,7.20,1
AS010,2,"FRITZ",OG,2014-07-15,456,SUB,0.1406,0.3750,"Cinygma","GENUS",N,1.25,9.3,7.40,1
AS010,2,"FRITZ",OG,2014-07-15,457,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,0.80,6.1,7.60,1
AS010,2,"FRITZ",OG,2014-07-15,458,LR,0.3750,1.0000,"Leuctridae/Capniidae","FAMILY",N,1.25,9.8,7.80,1
AS010,2,"FRITZ",OG,2014-07-15,459,SUB,0.1406,0.3750,"Cinygma","GENUS",N,1.25,10.3,8.20,1
AS010,2,"FRITZ",OG,2014-07-15,460,LR,0.3750,1.0000,"Dicranota","GENUS",N,1.00,8.3,8.30,1
AS010,2,"FRITZ",OG,2014-07-15,461,SUB,0.1406,0.3750,"Dicranota","GENUS",N,1.00,8.5,8.50,1
AS010,2,"FRITZ",OG,2014-07-15,462,SUB,0.1406,0.3750,"Kathroperla","GENUS",N,1.00,9.1,9.10,1
AS010,2,"FRITZ",OG,2014-07-15,463,LR,0.3750,1.0000,"Glossosomatidae","FAMILY",P,0.80,7.5,9.40,1
AS010,2,"FRITZ",OG,2014-07-15,464,SUB,0.1406,0.3750,"Parapsyche","GENUS",N,1.00,11.4,11.40,1
AS010,2,"FRITZ",OG,2014-07-15,465,LR,0.3750,1.0000,"Calineuria","GENUS",N,0.80,9.2,11.50,1
AS010,2,"FRITZ",OG,2014-07-15,466,LR,0.3750,1.0000,"Kathroperla","GENUS",N,0.63,7.8,12.40,1
AS010,2,"FRITZ",OG,2014-07-15,467,SUB,0.1406,0.3750,"Kathroperla","GENUS",N,0.80,10.3,12.90,1
AS010,2,"FRITZ",OG,2014-07-15,468,LR,0.3750,1.0000,"Calineuria","GENUS",N,0.63,8.2,13.00,1
AS010,2,"FRITZ",OG,2014-07-15,469,LR,0.3750,1.0000,"Calineuria","GENUS",N,0.63,9.3,14.80,1
AS010,2,"FRITZ",OG,2014-07-15,470,LR,0.3750,1.0000,"Parapsyche","GENUS",N,0.63,9.7,15.40,1
AS010,2,"FRITZ",OG,2014-07-15,471,LR,0.3750,1.0000,"Parapsyche","GENUS",N,0.63,10.2,16.20,1
AS010,2,"FRITZ",OG,2014-07-15,472,SUB,0.1406,0.3750,"Hexatoma","GENUS",N,0.63,15.5,24.60,1
AS010,2,"FRITZ",SG,2014-07-15,1,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,0.8,0.40,1
AS010,2,"FRITZ",SG,2014-07-15,2,SUB,0.1875,0.5000,"Ostracoda","CLASS",N,2.00,1.0,0.50,1
AS010,2,"FRITZ",SG,2014-07-15,3,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.0,0.50,1
AS010,2,"FRITZ",SG,2014-07-15,4,SUB,0.1875,0.5000,"Ostracoda","CLASS",N,2.00,1.1,0.55,1
AS010,2,"FRITZ",SG,2014-07-15,5,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.55,1
AS010,2,"FRITZ",SG,2014-07-15,6,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,7,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.55,1
AS010,2,"FRITZ",SG,2014-07-15,8,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,9,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.55,1
AS010,2,"FRITZ",SG,2014-07-15,10,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,11,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,12,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,13,SUB,0.1875,0.5000,"Acari","SUBCLASS",N,2.00,1.1,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,14,SUB,0.1875,0.5000,"Ostracoda","CLASS",N,2.00,1.2,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,15,SUB,0.1875,0.5000,"Ostracoda","CLASS",N,2.00,1.2,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,16,SUB,0.1875,0.5000,"Ostracoda","CLASS",N,2.00,1.2,0.60,1
AS010,2,"FRITZ",SG,2014-07-15,17,SUB,0.1875,0.5000,"Ostracoda","CLASS",N,2.00,1.2,0.60,1
